id,name,government,description,image_url
COL-00103,Ptolemaic queen in the form of the goddess Isis,Alexandria,"A colossal statue of a Ptolemaic queen in the form of the goddess Isis. It is one of the largest female statues discovered from that period. Isis is important goddess in Egyptian belief, symbolizing motherhood, magic, and protection. The depiction of the queen as Isis reflects a combination of political power and religious sanctity and shows the queen's emphasis on her role as a ""mother"" and protector of the king and the people. its connection to the land, the Nile, and fertility. This statue is a powerful example of the cultural fusion between the Egyptians and the Ptolemies for propaganda purposes that enhance the sanctity of royal rule and support the legitimacy of the government.
The statue highlights the classical features of Ptolemaic art with a balance between traditional Egyptian sculpture and Hellenistic features.
Historical period: Ptolemaic era - 2nd century BC
Material: Pink Granite
Dimensions:
Height: 490 cm
Width: 120 cm
Thickness: 75 cm","https://egymonuments.gov.eg/media/8905/picture1.jpg?center=0.352,0.509009009009009&mode=crop&width=645&height=423&rnd=133993087490000000"
COL-00104,Qibla finder of wood,Cairo,"Qibla finder of wood lacqatuered painted wood.
Date:12 A.H/ 18th A.D Century.
 Provinence: Turkey.Ottoman .
","https://egymonuments.gov.eg/media/4517/1_edit_2.jpg?crop=0,0.0059683062358506216,0.0000000000000003789561257387,0&cropmode=percentage&width=645&height=423&rnd=132581519580000000"
COL-00105,Queen Anne Hall( Bayt Amna bint salim).,Cairo,"It contains a wooden dining table with wooden chairs, some wooden cupboards, metal candlesticks and a small metal statue.",https://egymonuments.gov.eg/media/6488/%D8%A8%D9%8A%D8%AA-%D8%A2%D9%85%D9%86%D8%A9-%D8%A8%D9%86%D8%AA-%D8%B3%D8%A7%D9%84%D9%85-%D9%82%D8%A7%D8%B9%D8%A9-%D8%A7%D9%84%D9%85%D9%84%D9%83%D8%A9-%D8%A2%D9%86.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132581519700000000
COL-00106,Queen Dressed as Isis,Alexandria,"A statue of a woman believed to be Isis, broken into four parts: the head, the torso, the middle, and the base with the feet. this statue depicts a ptolemic queen in Isis attire, with the distinctive corkscrew hairstyle known as berenike’s hairstyle . this statue seems to have been dedicated in one of the temples of canopus (modern Abuqir). canopus was a flourishing suburb near alexandria. many temples were built there for Greek and Egyptian deities. 
Date: 2° c. B.C.E
Medium: gray granite
Provenance: Heracleion","https://egymonuments.gov.eg/media/8853/picture7.jpg?center=0.416,0.46396396396396394&mode=crop&width=645&height=423&rnd=133999108300000000"
COL-00107,Ram Mummy,Luxor,"Rams were sacred to Khnum, a creator god who was often shown shaping people on a potter's wheel before they were born. He was depicted as a ram‑headed man. As part of his animal cult, this spectacular mummy, encased in cartonnage (layers of linen drenched in plaster) that has been shaped like a ram with a brightly painted front and a gilded head, was dedicated to Khnum on Elephantine Island, his main cult center.
Medium: Cartonnage, paint, gold
Provenance: Elephantine Island, Aswan","https://egymonuments.gov.eg/media/1559/dsc_0889.jpg?center=0.48648648648648651,0.48979591836734693&mode=crop&width=645&height=423&rnd=132581519670000000"
COL-00108,Ramadan cannon,Cairo,"A Krupp cannon, known as the “Ramadan canon,” consisting of a large iron body resting on an iron base with two wooden wheels and iron frames. Date: Muhammad Ali Dynasty, 1871. Material: Iron-wood.","https://egymonuments.gov.eg/media/7758/%D9%85%D8%AF%D9%81%D8%B9-%D8%B1%D9%85%D8%B6%D8%A7%D9%86.jpg?center=0.52664576802507834,0.58730158730158732&mode=crop&width=645&height=423&rnd=132892178060000000"
COL-00109,Ramesses II and Sekhmet,Kafr El Sheikh,"This statue depicts King Ramesses II sitting beside Sekhmet, the fierce goddess whose very name means “the Powerful”. She was a daughter and protector of the sun god Ra. She is depicted in her most common form, as a woman with the head of a lioness with the sun disk and protective uraeus cobra on her head. She is holding the ankh hieroglyph, symbol of life, in her left hand. Interestingly, like her, Ramesses II’s head is surmounted by the sun disk and uraeus too, which is not a common for kings.
Date: New Kingdom, 19th Dynasty, Ramesses II (c.1279–1213 BC)
Medium: Red granite
Provenance: Buto",https://egymonuments.gov.eg/media/6339/whatsapp-image-2020-10-27-at-31229-pm-2.jpeg?anchor=center&mode=crop&width=645&height=423&rnd=134194270710000000
COL-00110,Ramses II as standard-bearer,South Sinai,"The head of a rose granite statue of King Ramses II as standard-bearer during temple festivals, holding a standard ending in two feathers against his left side. He wears a composite crown composed of a ring of cobras topped by ram horns, a sun disk and two high feathers flanked by two large cobras. A falcon spreads his wings to protects the back of the head.
New Kingdom, 19th Dynasty, Ramses II, c. 1279-1212 B.C.
Medium: Rose granite","https://egymonuments.gov.eg/media/6365/106988272_3208355279210100_5023352238258796523_n.jpg?crop=0.0000000000000001263187085796,0.4780813953488372,0,0&cropmode=percentage&width=645&height=423&rnd=134176144850000000"
COL-00111,Reception Saray,Cairo,"The Reception Pavilion is asalamlik (a men’s reception area in houses and palaces). It consists of two floors. The first room on the ground floor was used as a reception area for official guests, senior statesmen, and others to congratulate Prince Muhammad Ali during official ceremonies. The second room was used to receive distinguished guests before Friday prayer in the palace mosque.
On the landing between the two flights of the staircase leading up to the upper floor is a model of the 877-9 AH / 1472-4 AD mosque of Qaytbay, made of wood inlaid with mother of pearl at the school founded by Muhammad Ali’s mother, Emina Ilhamy.
The upper floor has two halls. The one on the left of the staircase is the Moroccan Hall, so named after the style of its decoration. To the right of the staircase is a small vestibule that leads to the Syrian Hall, which gets its name from the wood covering its walls and ceiling whose exquisite decoration is done in the same style as in wood decoration in Syrian architecture in the Ottoman Period. The other door in the vestibule leads to a small room for women whose two windows are covered with beautiful mashrabiyyas-latticework screen of turned wood. In addition to the main halls and rooms, the two floors of the pavilion also contain a number of small rooms and the supple.",https://egymonuments.gov.eg/media/8146/whatsapp-image-2020-07-02-at-95533-pm-1.jpeg?anchor=center&mode=crop&width=645&height=423&rnd=133232700880000000
COL-00112,Residence Saray,Cairo,"The Residence Saray is one of the oldest buildings of the palace with its construction begun in 1321 AH /1903 AD. It consists of a basement and two floors in addition to the tower. The basement contains a lot of rooms. The ground floor includes the foyer with a fountain in its centre. A number of rooms are accessed from here, including the Dining Room, Shell Salon with its furniture inlaid with mother of pearl, and the Fireplace Room attached to it. Across the entrance into the foyer is the doorway into the Mirrors Hall, where literature and poetry were read, a number of rooms and halls are attached to it: large Blue Salon with its ornate ceiling, beautiful oil paintings, and European-style leather couches, the office of Prince Muhammad Ali, and a room reserved for women. On the right side of the large salon is a smaller seating area with a wonderful muqarnas roof (stalactite -like shapes)",https://egymonuments.gov.eg/media/8144/8.jpeg?anchor=center&mode=crop&width=645&height=423&rnd=133232699740000000
COL-00113,Ring Kerakles knot,Alexandria,"A small braided ring in the shape of an intertwined braid.
Date: 2°-3° cent. AD
Medium: Gold
Provenance: Canope
",https://egymonuments.gov.eg/media/8835/%D8%AE%D8%A7%D8%AA%D9%85-%D9%85%D8%AC%D8%AF%D9%88%D9%84.jpg?anchor=center&mode=crop&width=645&height=423&rnd=133989618800000000
COL-00114,Saray of the Throne,Cairo,"Saray of the Throne has two floors. The ground floor of consists largely of a splendid long hall leading up to a throne at the end. The centre of the ceiling is decorated with a magnificent golden sunburst. Mounted on the wall behind it is a large painting of Muhammad Ali Pasha (1805-1848 AD), the great founder of the dynasty and ancestor of Prince Muhammad Ali. On both side of the hall there is gilded furniture with bright red upholstery line the passage up to the throne. The wall on the left is decorated with oil portraits of the ruling members of the dynasty of Muhammad Ali Pasha, painted by Hidayat. The wall on the right is decorated with two beautiful landscape paintings by the same artist and with beautiful mirrors with gilded frames. There is a wooden model of the mosque of Muhammad Ali in the Citadel is display behind the marble staircase that leads to the upper floor. The walls of the marble staircase are adorned with panels of Islamic geometric and floral patterns composed of colourful tiles. The upper floor comprises three chambers. The first is the ornate Aubusson Room whose walls are covered with the eponymous prized tapestry from Aubusson, France. Next is a beautiful salon whose walls are covered with ornate Islamic ceramic tiles whose colours match the valuable blue and white wares displayed in this room. The last hall includes a four-poster bed that belonged to Amina Ilhamy, Prince Muhammad Ali’s mother. A magnificent gilded wood fireplace can be seen also in this hall.","https://egymonuments.gov.eg/media/6094/dsc_0479.jpg?center=0.12345679012345678,0.47540983606557374&mode=crop&width=645&height=423&rnd=134194295990000000"
COL-00115,Sarcophagus of Kawit,Cairo,"This is the sarcophagus of Queen Kawit, the wife of King Nebhepetre Mentuhotep, the founder of the Middle Kingdom. The outer faces are beautifully decorated with daily life scenes, in one case depicting her drinking in front of a table laden with food, while one of the maids is hairdressing the queen's hair, and a maid pours her next drink. She holds a mirror in her free hand. In another scene, she is shown holding a lotus flower to her nose while dipping her finger in an unguent container held up by a servant. Her chest lies in front of her, the jewelry inside it depicted one on top of the other. Other scenes show cows being milked or calves breastfeeding. The combination of beauty, seen in the mirror, jewelry, and unguent, together with the lotus, the cows, and milk, together form very clear allusions to fertility, youth, rebirth, and Hathor, the goddess of love, beauty, fertility, music, and motherhood.
Middle Kingdom, 11th Dynasty, reign of Nebhepetre Mentuhotep (c.2055–2004 BC)
Medium: Limestone
Provenance: Deir al‑Bahari","https://egymonuments.gov.eg/media/4789/img_20200213_113820.jpg?crop=0,0.095925925925925928,0,0.029655469422911192&cropmode=percentage&width=645&height=423&rnd=134212384160000000"
COL-00116,Senndjem Sarcophagus,Cairo,"Senndjem Sarcophagus from his tomb in Deir al-Madina
Date: Nineteenth Dynasty, New Kingdom",https://egymonuments.gov.eg/media/6485/mu3c443.jpg?anchor=center&mode=crop&width=645&height=423&rnd=134170129840000000
COL-00117,Servant statue of man grinding grain,Red Sea,"Bread was a staple food in ancient Egypt, as it continues to be today. The dead, just like the living, needed a steady supply of food to survive, so it is not surprising thatmany of the servant statuettes discovered in tombs are involved in the various stages of making bread, just like this one. Some are depicted kneading dough, and others baking bread, but before these steps, the grain had first to be ground. This particular statuette depicts a man performing this crucial activity. The presence of this first step in the bread making process could thus stand in for the whole, guaranteeing that the deceased would have all the bread he needed for eternity.
Giza
Old Kingdom (ca. 2686 – 2125 BC)
Painted Limestone",https://egymonuments.gov.eg/media/6872/6j7a0200.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132586509540000000
COL-00118,Set of Queen Farida,Alexandria,"Set made of platinum and gold 18 Kt, crown consists of five flowers arranged according to size, and the biggest one is set in the middle.
Date :Mohammed Ali dynasty
Medium : platinum and gold 
Provenance :Egypt","https://egymonuments.gov.eg/media/3045/1.jpg?center=0.57843137254901966,0.5036496350364964&mode=crop&width=645&height=423&rnd=132581519650000000"
COL-00119,Set of princess Shivakiar,Alexandria,"Set made of platinum and diamond consist of crown, earring.
Date : Mohammed Ali dynasty
Medium : platinum and diamond
Provenance :Egypt",https://egymonuments.gov.eg/media/4478/2.jpg?anchor=center&mode=crop&width=645&height=423&rnd=134218515150000000
COL-00120,Shallow dish (phiale),Alexandria,"A semi-circular dish with raised, outward-pointing edges, irregularly dented parts, and a circle in the center.
Date: 4°- 2°cent B.C.E
Medium: Gold
Provenance: Heracleion",https://egymonuments.gov.eg/media/8855/whatsapp-image-2025-08-15-at-21945-pm.jpeg?anchor=center&mode=crop&width=645&height=423&rnd=133999099300000000
COL-00121,Small-sized sphinx statue,Matrouh,"Small-sized sphinx statue – missing the head, neck, and part of the shoulders; the tail curves around the left haunch. 
Material: Granit_gris
Provenance: Canope
","https://egymonuments.gov.eg/media/8904/picture6.jpg?center=0.41269841269841268,0.49107142857142855&mode=crop&width=645&height=423&rnd=133993080840000000"
COL-00122,Sphinx,Alexandria,"A statue of the Sphinx with a broken front left foot missing, and a part of the back right foot missing, tilted
Date: 1st cent. B.C
Medium: Diorite
Provenance: Heracleion",https://egymonuments.gov.eg/media/8878/picture4.jpg?anchor=center&mode=crop&width=645&height=423&rnd=133993899650000000
COL-00123,Sphinx statue,Alexandria,"A statue of the Sphinx, the statue is incomplete and the surface is eroded
Date: 1st cent. B.C
Medium: Granit_noir
Provenance: Heracleion",https://egymonuments.gov.eg/media/8877/picture3.jpg?anchor=center&mode=crop&width=645&height=423&rnd=133993923930000000
COL-00124,St. Jeremiah’s Pulpit,Cairo,"Ambon, known as “Jeremiah’s Pulpit”.
 Date: 6th century A.D
Mideum:stone
Provinence:The Monastery of St. Jeremiah in Saqqara. - egypt","https://egymonuments.gov.eg/media/3558/g75a3666.jpg?crop=0.0018813205936432883,0,0.09508479445757835,0.0000000000000001926136336497&cropmode=percentage&width=645&height=423&rnd=134230623320000000"
COL-00125,Statue and mummy of a cat,Luxor,"Statue and mummy of a cat , the sacred amimal of the goddess Bastet . her cult became extremely important during the late period , especially in Tell Basta (zagazig ) – the statue : Sycamore wood – gurna .
Mummy establ Anter","https://egymonuments.gov.eg/media/1526/4.jpg?center=0.17582417582417584,0.44525547445255476&mode=crop&width=645&height=423&rnd=132581519680000000"
COL-00126,Statue of Ka-aper,Cairo,"The number of wooden statues that survived from ancient Egypt is very small, compared to their stone counterparts. The reasons behind this are that the quality of local wood was poor. High-quality wood, such as cedar, had to be imported from places like Lebanon. Another reason is that wood does not survive the as well as stone. Many wooden statues probably disintegrated through time.
This beautiful piece was made for the priest-reader, Ka-aper. It was originally plastered and painted. He is represented in a striding pose, with his left foot forward, and holding a staff (now substituted with a copy) in his left hand. His right would have probably held a cylinder. The level of realism with which the subject is represented is impressive, and contrasts with the extreme idealism in which kings and members of the royal family were depicted. Ka-aper is shown as a corpulent man, probably reflecting his affluent status. His eyes are inlaid with calcite, rock crystal and black stone, outlined with copper, in imitation of eye make-up. These exquisite eyes and the portrait-like facial features add to the life-like quality of this statue, that when the workmen in Mariette’s excavations discovered it they thought it resembled the mayor of their village so much, that the statue was coined “Sheikh el-Balad” (mayor), a name by which this statue is still known today, even by non-Egyptians.
Provenance: Saqqara, Mastaba of Ka-aper
Date: Old Kingdom, Dynasty 5 (ca. 2465-2323 BC)
Medium: Wood; Eyes: Rock crystal, calcite, copper, black stone","https://egymonuments.gov.eg/media/2803/kaaper-1.jpg?crop=0,0.13098782138024359,0,0.42973219624256526&cropmode=percentage&width=645&height=423&rnd=132581519650000000"
COL-00127,Statue of Mentuhotep,Cairo,"Mentuhotep Nebheptre, the king who unified Upper and Lower Egypt for the second time after King Narmer. He is depicted wearing the Red Crown and the tight fitting costume of the Sed festival, a jubilee celebrated after 30 years of a reign. His black skin and the position of his crossed arms associate him with the god Osiris, god of death, fertility, and resurrection. The statue was found by chance in 1900 by Howard Carter as he rode through the forecourt of Mentuhotep’s mortuary temple at Deir al-Bahari, when his horse tripped on something. Upon investigation, this turned out to be a stone slab covering a shaft. Carter excavated it, and discovered a small chamber containing the statue intricately wrapped in linen, along with other artifacts.
Middle Kingdom, 11th Dynasty, Nebheptre Mentuhotep (c.2055–2004 BC)
Medium: Painted sandstone
Provenance: Deir al-Bahari, Mortuary complex of Mentuhotep Nebheptre","https://egymonuments.gov.eg/media/1290/montuhotep.jpg?center=0.2857142857142857,0.51851851851851849&mode=crop&width=645&height=423&rnd=132581519690000000"
COL-00128,Statue of Meritamun (The “White Queen”),Red Sea,"A masterpiece of Egyptian art, this statue has been identified as Meritamun, the daughter of Ramses II and his Great Wife. Although her name is missing here, the titles and epithets are the same as those on a statue of this princess (who became her father’s Great Wife after the death of her mother) found at Akhmim.
Meritamun wears here a number of accessories which display the royal fashion and style of Dynasty 19. Her crown (a “modius”) is formed by a wall of cobras with sun disks on their heads; she most likely originally had a tall headdress of two ostrich plumes with a sun disk atop her head. Around her forehead is a fillet fronted by two cobras, one wearing the crown of Upper Egypt and the other with the crown of Lower Egypt. Her elaborate tripartite wig, with each small lock carved separately, still retains some blue pigment.
Her wig leaves her ears exposed, revealing round earrings of gold. She also wears an intricate broad collar composed of five rows of beads in the shape of the hieroglyph nefer, meaning beautiful. Meritamun’s breasts are decorated with rosettes, and on her surviving left arm are two bracelets. In her hand, she holds an object called a menat necklace, used to make a rattling noise during sacred rituals. It is composed of rows of beads with a counterpoise, here in the shape of the goddess Hathor as a woman, associating the princess with the goddess. Meritamun’s surviving titles here include: “Player of the sistrum of Mut and the Menat of Hathor.” 
Dynasty 19, reign of Ramesses II
Painted limestone
","https://egymonuments.gov.eg/media/6864/07-10-19_hurgada-museum_0059_nero.jpg?crop=0,0.10708855196660075,0,0.23450363579688588&cropmode=percentage&width=645&height=423&rnd=132586442650000000"
COL-00129,Statue of Nephthys,Luxor,"Nephthys, whose name means “Mistress of the House”, played an important role in ancient Egyptian funerary beliefs. Her and her sister Isis’ grief at the death of their brother Osiris made them the archetypal mourners for the dead. She is here depicted in the standard mourning position, kneeling; had her arm not been missing, it would have been turned upward, with the palm of her hand facing her forehead. When she and Isis discovered the body of their murdered brother, they stood on either side of him, and resurrected him. For these reasons, Isis and Nephthys are depicted at either end of a coffin or sarcophagus, often in the mourning position. This figure of Nephthys most likely comes from precisely this context.",https://egymonuments.gov.eg/media/4666/dsc_0802.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132581519580000000
COL-00130,Statue of an elephant,Alexandria,"A unique masterpiece and there is no other piece of it that was dedicated to King Farouk of the Shah of Iran (Mohammed Reza Pahlavi), the first husband of Princess Fawzia, sister of King Farouk.
It is an ivory elephant statue with a gold saddle, topped by a gold hedge, both of which are inlaid with precious stones such as pearl and sapphire. Gold, in the middle of it is a light blue stone inlaid with pearls, and around the neck of the elephant is a chain of gold hanging a bell, and the tusks of the elephant are made of ivory, the tip of which is covered with a layer of gold..
Date :Mohammed Ali dynasty
Medium:Ivory encrusted with gold and precious stones
Provenance :Egypt
","https://egymonuments.gov.eg/media/2819/pocket-watch-with-chain.jpg?center=0.50420168067226889,0.5056179775280899&mode=crop&width=645&height=423&rnd=132866311840000000"
COL-00131,Statue of the Dwarf Seneb and his Family,Cairo,"This group statue of the dwarf Seneb and his family was found in a naos in his mastaba tomb in Giza. Seneb is represented seated, with his legs crossed, beside his wife who embraces him affectionately. His wife is of normal height. For the sake of the symmetry of the composition, the sculptor carves the couple’s two children where Seneb’s legs would have been, had he been of the same height as his wife. The children are represented naked, with their index finger in their mouth–the standard manner in which children were typically depicted in art. The boy is seen on the viewer’s left, wearing a sidelock of youth and depicted in skin that is darker than his sister’s, who stands on his left. The sidelock of youth was typically worn by male children, and was cut off at puberty.
The inscriptions on the base and the front of the seat tell us that Seneb was the funerary priest of the deceased kings Khufu and Djedefra, and in charge of the royal wardrobe.
Seneb’s tomb is very interesting, for it has the first ceiling dome over a square chamber.
Late Dynasty 5- Early Dynasty 6 (24th – 23rd Century BC)
Provenance: Giza, Tomb of Seneb.
Medium: Painted Limestone.","https://egymonuments.gov.eg/media/1280/emjg4vlxgaev7f.jpg?crop=0.09932055634612269,0.0900426258368229,0.1012294652390273,0.21295948053342015&cropmode=percentage&width=645&height=423&rnd=133062522480000000"
COL-00132,Statue of the deity Bastet,Matrouh,"Statue of the deity Bastet Missing the lower part and right ear, with visible rust layer and surface erosion.
material : Bronze
Dimensions:  W. 4.5cm; L. 7.2 cm
provenance : Heracleion","https://egymonuments.gov.eg/media/8902/picture5.jpg?center=0.33333333333333331,0.5089285714285714&mode=crop&width=645&height=423&rnd=133993082270000000"
COL-00133,Statue of the engineer Imhotep,Gharbia,"A statue of the engineer Imhotep, the architect of King Djoser from the era of the Third Dynasty, an ancient state, and he is represented while sitting on a chair and on the knee of papyrus
History: The Third Dynasty
Material: Bronze
Provinance: Egypt","https://egymonuments.gov.eg/media/8143/14.jpg?crop=0,0.04777777777777778,0,0.67022222222222216&cropmode=percentage&width=645&height=423&rnd=133206767430000000"
COL-00134,Statue of the god Hapi,Alexandria,"The god Hapi is one of the most important religious symbols in ancient Egypt, representing the flooding of the Nile River, the source of life and fertility. The statue features symbolic physical features such as a full belly and sagging breasts, features that signify abundance and fertility (two traits associated with the Nile flooding).
The god Hapi was worshipped as a fertilizing force. He was a god who was clearly genderless, combining symbols of masculinity and femininity (universal nature). The presence of a statue of this size indicates the greatness of this god in Egyptian beliefs, especially in the later period, when the importance of rituals associated with the flood increased.

Date: Ptolemaic Period
Material: Pink Granite
Dimensions: Height: 340 cm Width: 105 cm Depth: 60 cm
Source: Artifacts recovered from the Abu Qir site, 2001","https://egymonuments.gov.eg/media/8901/picture1.jpg?center=0.456,0.50450450450450446&mode=crop&width=645&height=423&rnd=133993027080000000"
COL-00135,Stela of Iretweru with Osiris in a naos,Cairo,"This round-topped stela was made to look like a naos containing the image of the god Osiris. Each of the jambs of the naos is inscribed with the offering formula in the name of the god Osiris.  The area contained within the semi-circular top of the stela is decorated with a scene that is deeply symbolic of sunrise. The scarab was a symbol of the sun god at dawn, who was called Khepri. On either side of the rising sun disk is a baboon. The chattering of baboons at sunrise was interpreted by the ancient Egyptians as them rejoicing at the sun god’s glorious rebirth. The overall composition is furthermore is laid out to give the shape of the hieroglyph used in the writing of the word “horizon”.
Late Period, 26th Dynasty (664–332 BC).
Medium: Limestone, paint.
Provenance: Abydos, Middle Cemetery.
","https://egymonuments.gov.eg/media/6480/cap261.jpg?crop=0.0498658608343555,0.21827212494833437,0.052548644147245575,0.17971238589835911&cropmode=percentage&width=645&height=423&rnd=134170138470000000"
COL-00136,Stela of King Ptolemy VIII,Alexandria,"A memorial stela for King Ptolemy VIII, one of the most prominent kings of the Ptolemaic era in Egypt, known by his title ""Eurgetes"". It documents the kings' achievements, religious ceremonies, and historical events. Therefore, it represents an important source for understanding the religious and administrative policies in Ptolemaic Egypt. Although the era of King Ptolemy VIII was full of political conflicts, the size and weight of the stela demonstrate the royal prestige. It is 170 cm wide, about 310 cm high, and weighs about 12 tons.
Date: ""ca. 2nd c. B.C.E.""
Medium: Granite/Quartzite
Provenance: Abu Qir","https://egymonuments.gov.eg/media/8899/picture2.jpg?center=0.392,0.47297297297297297&mode=crop&width=645&height=423&rnd=133993047990000000"
COL-00137,Stirrups,Cairo,A pair of gilded bronze stirrups.,"https://egymonuments.gov.eg/media/6352/20200711-royal-carriages-museum-pre-opening-200.jpg?crop=0,0.089147286821705335,0,0&cropmode=percentage&width=645&height=423&rnd=132581519550000000"
COL-00138,Surgical scalpel,Cairo,"A surgical scalpel with a long handle tends in a sharp blade; the blade is less thick and less narrow than the handle. Excavations which took place in the city of Fustat – the first capital of Islamic Egypt established by Amr ibn al-'As in the year AH 21 / AD 641 – revealed a large cache of surgical instruments, considered to be the oldest extant of their kind. This collection demonstrates Islamic Egypt's remarkable progress in the fields of medicine and surgery.
 Date: Hegira 3rd century / AD 9th century.
 Mideum: Cast copper.
Provinence:  Egypt","https://egymonuments.gov.eg/media/7713/%D9%85%D8%B4%D8%B1%D8%B71.png?crop=0,0,0.12199306486884873,0&cropmode=percentage&width=645&height=423&rnd=132850022430000000"
COL-00139,The Book of Esther,Cairo,,"https://egymonuments.gov.eg/media/7126/%D8%B3%D9%81%D8%B1-%D8%A7%D8%B3%D8%AA%D9%8A%D8%B1.jpg?crop=0.15366020184930823,0.1563144548060002,0.13348319163328251,0.23659966377288413&cropmode=percentage&width=645&height=423&rnd=132657658200000000"
COL-00140,The Journey of the Holy Family to Egypt,Kafr El Sheikh,"This unique roundel represents the Journey of the Holy Family to Egypt woven on a red background. In the center, in a square frame, the Virgin Mary -with the halo encircled her head- seats on the donkey carrying Christ-child. Behind her there is a building. Next to the Virgin there are two figures; one probably is St. Joseph and the other is Salome, the cousin and the mid-wives of the Virgin. The central scene is surrounded by eight figures; four standing andthe other four riding on animals at the corner.
Date: 8th -9thcentury
Medium:  Linen-wool
Provenance: Egypt",https://egymonuments.gov.eg/media/6336/dsc_0619.jpg?anchor=center&mode=crop&width=645&height=423&rnd=134200351380000000
COL-00141,The Library(Bayt Amna bint salim).,Cairo,"The library contains books, a number of painted panels, a showcase with a number of antiques, a table and chairs.",https://egymonuments.gov.eg/media/6489/%D8%A8%D9%8A%D8%AA-%D8%A2%D9%85%D9%86%D8%A9-%D8%A8%D9%86%D8%AA-%D8%B3%D8%A7%D9%84%D9%85-%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9.jpg?anchor=center&mode=crop&width=645&height=423&rnd=134164006680000000
COL-00142,The Mummy of Masaharti,Luxor,"General of the army, and high priest of Amun at Thebes. He was the son of king piedjem I. His mummy was found in the royal cache at Deir El Bahri in 1881. The mummy of Masaharti was perfected, show the high standard for the art of mummification during Dynasty 21, the face was painted with red ocher, and the middle finger of the right hand still has it’s gold finger cap.","https://egymonuments.gov.eg/media/1480/1.jpg?center=0.6071428571428571,0.72619047619047616&mode=crop&width=645&height=423&rnd=132581519680000000"
COL-00143,The Netherworld,Luxor,"THE NETHERWORLD
Afterlife played an important role in the ancient Egyptian beliefs. The River Nile as well as the agricultural cycle had contributed to their beliefs about rebirth and resurrection. When the deceased cross over to the netherworld known as “Duat” in the ancient Egyptian language, they were reborn again and placed on Ra’s solar boat in order to emerge with him in the day. The dead person was a resurrected Osiris. Preparation for the afterlife began with the mummification process in order to ensure for the deceased his return back to life again while the Judgment began after the funeral and the arrival of the body to the tomb. The heart was weighed against the feather of Maat i.e. the symbol of truth. Those who were righteous will proceed to the fields of “Iaru”, but those of evil hearts will be devoured by the mythical creature “Ammut” who has a body of a hippo and a face of a crocodile and remain in the underworld, tied to a pole and will never emerge into daylight. Osiris was the god of the afterlife and the “Lord of the West”. That was why the dead had to traverse the rivers, lakes, and gates which led to his world. Ra’s solar boat was the means of arriving there. The good were always aided by deities to overcome any difficulties they should encounter on the way. Ancient Egyptians described their afterlife in many texts, some of them were written on the pyramid walls and inside Middle Kingdom coffins and the books of the “Imy Duat” and “Book of the Coming Forth by Day”.
MUMMIFICATION
In popular legend, the first Egyptian to be embalmed and consequently glorified was “Osiris” himself, but the English term ‘mummy’ comes from the Arabic “mumiyah”, meaning “bitumen”. Until the spread of the Osiris cult, complete mummification process was only practised on kings and those closest to him, but from the Middle Kingdom onwards, it was made available to all who could afford it. The dry sandy desert of Egypt had a natural tendency to preserve dead bodies, allowing the body fluids to drain away and preventing the flesh from rotting. The inhabitants of Egypt must have become well aware of this in the Pre-dynastic Period, and they must have regarded the preservation of a corpse as something natural and by extension, desirable and supported by the gods. When burial practices became more elaborate than using the simple ground pit, it must have soon become apparent that in a stone-lined cell (burial chamber) beneath a mastaba, the process of desiccation did not happen and putrefaction was much more likely. Embalming and mummification emerged as the answer to this problem. Linen wrappings were used to cover up the mummy; selected funerary spells and amulets were placed at particular parts of the body or inserted between the layers of the bandaging. The number of layers varied, for instance, the mummy of Tutankhamun had 16 layers. Finally, a mask was prepared to cover the face, and the mummy was ready for interment.","https://egymonuments.gov.eg/media/6752/1612173757166-edit.jpg?center=0.3401360544217687,0.54298642533936647&mode=crop&width=645&height=423&rnd=134151929880000000"
COL-00144,The Piper's Curtain,Cairo,"A Curtain decorated with a piper and on the left vertical panel of warriors and dancers depicted on.
The Copts were famous for their outstanding weaving skills. They exported their products to countries around the Mediterranean. The textiles were mainly made of plain linen, while the surface was decorated with dyed woolen threads. This technique is called tapestry. One of the finest examples of Coptic tapestry was probably used as a curtain and is decorated with a dark-skinned piper (on the right), dancers, warriors, and men on horseback.
Date: 4th or 5th century A.D.
Mideum:  linen and wool
Provinence: Antinoopolis (modern al-Sheikh Ibada)
","https://egymonuments.gov.eg/media/2678/g75a3596.jpg?crop=0,0.055555555555555552,0,0.12467700258397925&cropmode=percentage&width=645&height=423&rnd=133820376870000000"
COL-00145,The celebration halls(Bayt Amna bint salim),Cairo,"The celebration halls are among the most beautiful and important halls of the museum, as they contain wooden furniture, metal antiques, a wooden ceiling and wooden cabinets.","https://egymonuments.gov.eg/media/6463/6-celebrations-hall.jpg?center=0.55263157894736847,0.45925925925925926&mode=crop&width=645&height=423&rnd=132581519700000000"
COL-00146,The upper part of a royal statue,Cairo,,"https://egymonuments.gov.eg/media/7120/%D8%AA%D8%AD%D8%AA%D9%85%D8%B3-%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB.jpg?center=0.29585798816568049,0.46052631578947367&mode=crop&width=645&height=423&rnd=132657615160000000"
